incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident descriptio,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001470898,IBERIA,IBERIA,01/01/2021 12:48,01/01/2021 12:48,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,EN EL AVIÓN - A340,FLOTA A340 Pilotos (AVVIL0A1)
INC000001470900,IBERIA,IBERIA,01/01/2021 12:43,01/01/2021 12:43,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001470906,IBERIA,IBERIA,01/01/2021 13:02,28/01/2021 10:55,Closed,"Hi Team, Please reset my linux password in prod, i am unable to access fed1 and fed2 OUD servers.",Soporte Linux - Sistema Operativo,Server Tower,Server Tower,Media,3-Medio,,Unidad de Operaciones Ordenadores,INCIDENT,01/02/2021,ACCESS FAILURE,,27,SIN IDENTIFICAR,
INC000001470909,IBERIA,IBERIA,01/01/2021 13:25,01/01/2021 13:25,Closed,Llamada centralita,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se le proporciona al usuario el telefono que necesita para su pesquisa.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,,0,SIN IDENTIFICAR,
INC000001470910,IBERIA,IBERIA,01/01/2021 14:56,01/01/2021 14:56,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (BARCELONA),LEVEL TCP GESTOR LARGO RA (ABLY00LE)
INC000001470913,IBERIA,IBERIA,01/01/2021 14:45,01/01/2021 14:54,Closed,Solicita reset de usuario de RESIBER,CSUSAS,Server Tower,Server Tower,Media,2-Alta,RESET,Unidad de Operaciones Ordenadores,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (MADRID BARAJAS),MNG RECURSOS HUB MAD(CAR) (AGDH12)
INC000001470914,IBERIA,IBERIA,01/01/2021 15:08,01/01/2021 15:08,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MAINTROL (AMNLR00C)
INC000001470916,IBERIA,IBERIA,01/01/2021 15:59,07/01/2021 11:47,Closed,[ESC005],Aplicaciones BI,Application Tower,BI,Media,3-Medio,"Todos los informes de la plataforma de hyperion en el selector del calendario no se pueden elegir los años posteriores al 2020, se investiga que esta sucediendo, se solicita información a los usuarios y se notifica al manager, pero el manager de la app nos indica que podemos cerrar la INC",Mantenimiento BI,INCIDENT,11/01/2021,SOFTWARE FAILURE,,6,NEO-MARTINEZ VILLERGAS 49,NETWORK & CONNECTIONS SUP (ALS000AP)
INC000001470917,IBERIA,IBERIA,01/01/2021 15:09,12/01/2021 16:21,Closed,Control-M Server: Shout by orderno: 0005c2fq D29OCTRL Mail message from CONTROL-M: Ha fallado el jo,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Fallo D29OCTRL Impact: Bajo Root Cause: Fichero no recibido Steps Taken: Se reclama el fichero y se borra el job,Mantenimiento COBOL,INCIDENT,16/01/2021,PERFORMANCE ISSUE,,11,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001470920,IBERIA,IBERIA,01/01/2021 15:31,05/01/2021 08:05,Closed,Fallo Software: OBI no carga en aeropuerto de Tenerife,Plataformas BI,Application Tower,BI,Baja,4-Baja,,Mantenimiento BI,INCIDENT,09/01/2021,SOFTWARE FAILURE,,4,TFS AEROPUERTO,PASAJEROS TENERIFE SUR (AHALUSPA)
INC000001470921,IBERIA,IBERIA,01/01/2021 15:16,01/01/2021 15:16,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad para poder reiniciarle la contraseña.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000001470924,IBERIA,IBERIA,01/01/2021 15:45,01/01/2021 19:55,Closed,Solicita reset de usuario de RESIBER,SSI,Service Ops Tower,Service Ops Tower,Media,2-Alta,Se reabre la peticion REQ000001238417,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SPC AEROPUERTO,PASAJEROS SPC (AHALA0SA)
INC000001470926,IBERIA,IBERIA,01/01/2021 15:51,01/01/2021 19:11,Closed,Solicita desbloqueo de usuario SAP.,SSCCLMZ,Service Ops Tower,Service Ops Tower,Baja,4-Baja,[L2]Conveyed password to user. User confirmed access to the applicatoon.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,MNG.PLANIFICACIÓN Y SOPOR (AMNLB0)
INC000001470929,IBERIA,IBERIA,01/01/2021 16:39,01/01/2021 16:39,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001470931,IBERIA,IBERIA,01/01/2021 16:57,01/01/2021 16:57,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001470932,IBERIA,IBERIA,01/01/2021 16:57,02/01/2021 11:40,Closed,LINUX_ibm - bdmurexl1.ib : Filesystem opt-splunkforwarder is occupied 90.00%. Call out to SOPORTE LI,ESecurity_Splunk,Server Tower,Server Tower,Media,3-Medio,Housekeeping done.,Unidad de Operaciones Ordenadores,INCIDENT,06/01/2021,PROCESS FAILURE,,1,SIN IDENTIFICAR,
INC000001470935,IBERIA,IBERIA,01/01/2021 17:31,04/01/2021 20:32,Closed,Y - Error at NAS: No puede acceder a las carpetas que ya tiene permiso,IAG EUC Remote Support,EUC,EUC,Media,3-Medio,Removed all the saved credentials and re mapped NAS and now user could login NAS,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,08/01/2021,ACCESS FAILURE,,3,TALLER MOTORES,INGENIERIA RB211 (AMITR0E0)
INC000001470936,IBERIA,IBERIA,01/01/2021 18:09,04/01/2021 10:03,Closed,[SEG016] Usuario cambio de contraseña continuo / expirada,OAM/OIM/OVD/OIF/OSB Support,Application Tower,Mantenimiento Herramientas IT & DBAs,Media,3-Medio,Password reset done and tested,Mantenimiento Herramientas IT & DBAs,INCIDENT,08/01/2021,ACCESS FAILURE,PASSWORD,3,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MANAGER CLIENTES ALTO VAL (ALCO00)
INC000001470937,IBERIA,IBERIA,01/01/2021 18:01,01/01/2021 18:01,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000001470938,IBERIA,IBERIA,01/01/2021 18:29,01/01/2021 19:10,Closed,Solicita reset de usuario de RESIBER,CSUSAS,Server Tower,Server Tower,Media,2-Alta,reset,Unidad de Operaciones Ordenadores,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000001470939,IBERIA,IBERIA,01/01/2021 18:20,01/01/2021 18:33,Closed,Solicita reset de usuario de RESIBER,CSUSAS,Server Tower,Server Tower,Media,2-Alta,reset,Unidad de Operaciones Ordenadores,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000001470940,IBERIA,IBERIA,01/01/2021 18:19,02/01/2021 10:13,Closed,LINUX_sun - Filesystem oracle esta ocupado al 90.57%. Call out to DBA-SERVER-SUPPORT. mc_host=bdlca,DBA-Server-Support,Server Tower,Server Tower,Media,3-Medio,"Issue:: Alert for Filesystem /oracle – 90% full. Impact: Medium Analysis: trace log grown. Steps taken to resolve: log cleared. Problem Ticket Required. (Yes, No): No, these are server alerts. Can this incident be prevented? (Yes, No): These are server alerts to prevent any database issue.",Unidad de Operaciones Ordenadores,INCIDENT,06/01/2021,PERFORMANCE ISSUE,,1,SIN IDENTIFICAR,
INC000001470941,IBERIA,IBERIA,01/01/2021 19:30,01/01/2021 19:30,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001470942,IBERIA,IBERIA,01/01/2021 20:12,04/01/2021 08:56,Closed,ALARMA MADR2CS2K ruta P1IAG28B Entidad 1119193963 (S655268 ---- LA TUERCA CO1),Fixed Telephony,Network Tower,Network Tower,Media,3-Medio,RFO: problema no reproducible. posible falla en la monitorizacion. las llamadas cursan perfectamente,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,08/01/2021,COMMUNICATIONS FAILURE,EXTERNAL LINE,3,SIN IDENTIFICAR,
INC000001470943,IBERIA,IBERIA,01/01/2021 19:47,12/01/2021 11:51,Closed,"Control-M Server: Shout by orderno: 0005c464 A60IGPT1 Ha fallado el job A60IGPT1 en zlc , avisar en",USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,"Issue: Falla el proceso por un error de odate, ya que no existe el fichero de entrada para el odate generado pero sí para el del día en curso, que es el correcto. Impact: Sin impacto final. Root Cause: Hay algún problema en control-m con la generación del odate correcto por planificación. Steps Taken: Una vez comprobada la existencia del fichero con el odate correcto, se pide a planificación cargarlo y lanzarlo con el odate correcto y se borra el fallado con el odate erróneo.",Mantenimiento COBOL,INCIDENT,16/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,11,SIN IDENTIFICAR,
INC000001470945,IBERIA,IBERIA,01/01/2021 20:53,01/01/2021 20:53,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001470947,IBERIA,IBERIA,01/01/2021 20:56,02/01/2021 06:32,Closed,LINUX_sun - Error en conexion con la base de datos oracle:fenix2 del servidor:bdlcarga2.ib.Avisar DB,DBA-Server-Support,Server Tower,Server Tower,Media,3-Medio,Issue: Fenix ORACLE_AVAILABILITY alert Analysis: There was memory issue and audit destination was full. Impact: NO Resolution: Flushed shared pool and space released. now db looks normal. Problem Ticket Required? No Preventive action required? No.,Unidad de Operaciones Ordenadores,INCIDENT,06/01/2021,PERFORMANCE ISSUE,,1,SIN IDENTIFICAR,
INC000001470949,IAG CARGO,IBERIA,01/01/2021 21:23,03/01/2021 09:29,Closed,LINUX_sun - procl1.ib : Filesystem procusers-carga esta ocupado al 90.00%. Avisar a OnCall de CARGO-,CARGO-PORTAL,Application Tower,CARGO,Media,3-Medio,,Mantenimiento Cargo,INCIDENT,07/01/2021,PERFORMANCE ISSUE,,2,SIN IDENTIFICAR,
INC000001470950,IBERIA,IBERIA,01/01/2021 21:24,01/01/2021 21:24,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad para poder reiniciarle la contraseña.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001470951,IBERIA,IBERIA,01/01/2021 15:52,01/01/2021 16:15,Closed,OCUVUELOS: error login en tcmulds3 - Terminal de Carga de Madrid,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,"Hemos conseguido acceder, pueden cerrar la incidencia",Unidad Control del Servicio,INCIDENT,05/01/2021,SOFTWARE FAILURE,,0,SIN IDENTIFICAR (MADRID BARAJAS),MNG RECURSOS HUB MAD(CAR) (AGDH12)
INC000001470952,IBERIA,IBERIA,01/01/2021 15:50,01/01/2021 15:50,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001470953,IBERIA,IBERIA,01/01/2021 15:57,01/01/2021 15:57,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,LPA AEROPUERTO,PRODUCCIÓN COORD Y CONTRO (AHALS0CC)
INC000001470956,IBERIA,IBERIA,01/01/2021 18:01,01/01/2021 18:01,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000001470960,IBERIA,IBERIA,01/01/2021 17:17,01/01/2021 17:17,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MANAGER CLIENTES ALTO VAL (ALCO00)
INC000001470961,IBERIA,IBERIA,01/01/2021 17:17,04/01/2021 09:18,Closed,LINUX_sun - procl1.ib : Filesystem transfer_jerbo esta ocupado al 96.38%. Abrir Remedy al grupo USCA,USCABAM,Application Tower,Cobol Domain,Media,3-Medio,"Una vez terminados los procesos de avales, se ha reducido al 88%.",Mantenimiento Financiero,INCIDENT,08/01/2021,PERFORMANCE ISSUE,,3,SIN IDENTIFICAR,
INC000001470963,IBERIA,IBERIA,01/01/2021 17:20,01/01/2021 17:20,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000001470969,IBERIA,IBERIA,01/01/2021 19:36,12/01/2021 20:50,Closed,Fallo Software: problemas ordenador,IAG SITA Support,EUC,EUC,Media,3-Medio,Tech Name: Marco Vesce Time/Date on site: 2021-01-12 11:34:53 Time/Date off site: 2021-01-12 12:26:43 Resolution details: the new laptop for the user has been now configured with all the necessary applications and settings. User operational. Release by IB user: Julia,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,16/01/2021,SOFTWARE FAILURE,,11,EDIF.103 - HANGAR 1,MNG. REGISTROS TÉCNICOS (AMNB01)
INC000001470970,IBERIA,IBERIA,01/01/2021 19:49,01/01/2021 19:49,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,EN EL AVIÓN - A340,FLOTA A340 Pilotos (AVVIL0A1)
INC000001470972,IBERIA,IBERIA,01/01/2021 20:41,01/01/2021 20:41,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001470973,IBERIA,IBERIA,01/01/2021 20:26,01/01/2021 20:26,Closed,Llamada centralita,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se le proporciona al usuario el telefono que necesita para su pesquisa.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,,0,TALLER MOTORES,MODULOS (AMITM0BB)
INC000001470974,IBERIA,IBERIA,01/01/2021 20:39,04/01/2021 04:21,Closed,ALARMA en IAGS65440201A (S654402_IAG_VGOAP_VIGO_BU),Conectividad de red,Network Tower,Network Tower,Media,3-Medio,proveedor configura sus equipos,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,08/01/2021,SOFTWARE FAILURE,,3,SIN IDENTIFICAR,
INC000001470975,IBERIA,IBERIA,01/01/2021 20:42,01/01/2021 20:42,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,MNG PREMIUM HUB (BCLTP0)
INC000001470976,IBERIA,IBERIA,01/01/2021 20:46,01/01/2021 20:46,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,"Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.",Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,MNG PREMIUM HUB (BCLTP0)
INC000001470978,IBERIA,IBERIA,01/01/2021 22:25,05/01/2021 15:27,Closed,ERROR DE PROCESAMIENTO DE BONO – Para emitir (Day/Month),AM_MTO_IBCOM,Application Tower,Ib.com,Media,3-Medio,"Issue Description : Devolución bono por no emisión, voucher consumed but emission not done. Business Impact -: Voucher can not be used again for booking ticket.. Analysis : While using voucher for the ticket, voucher got consumed but ticket not issued / got cancelled for whatever reason Action taken:updated the voucher association with previous PNR so that user can again use voucher. Problem Ticket : not required as it is user specific issue. Prevent Measures :not required as it is user specific issue",MANTENIMIENTO IB.COM,INCIDENT,09/01/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR,
INC000001470980,IBERIA,IBERIA,01/01/2021 22:15,01/01/2021 22:15,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A320 (AVVIC0A0)
INC000001470981,IBERIA,IBERIA,01/01/2021 23:20,01/01/2021 23:20,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001470982,IBERIA,IBERIA,01/01/2021 23:43,01/01/2021 23:43,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,05/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001470984,IBERIA,IBERIA,02/01/2021 00:14,15/01/2021 08:54,Closed,Control-M Server: Shout by orderno: 0005c3d2 HA FALLADO DE R35 CONTROL-M/Server <Control-M@iberia.es,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,"Issue: Falla el proceso al no encontrar un tipo de razón/subrazón C-000 en la tabla de tipos. Impact: Bajo. Root Cause: Se ha obtenido de BD un codigo de subrazon incorrecto. En BD está mal porque ha llegado mal informado en origen. Steps Taken: Como es un error recurrente, se automatiza la solución asignando el valor 0GO a la subrazon.",Mantenimiento COBOL,INCIDENT,19/01/2021,PROCESS FAILURE,,13,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001470986,IBERIA,IBERIA,02/01/2021 05:15,02/01/2021 08:44,Closed,Solicita desbloqueo de usuario SAP.,SSCCLMZ,Service Ops Tower,Service Ops Tower,Baja,4-Baja,resolved,Unidad Control del Servicio,INCIDENT,06/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MAINTROL (AMNLR00C)
INC000001470987,IBERIA,IBERIA,02/01/2021 06:53,02/01/2021 08:43,Closed,Solicita reset de usuario de RESIBER,CSUSAS,Server Tower,Server Tower,Media,2-Alta,CSUSAS// Se resetea contraseña de Resiber en TSC y se notfica a usuaria,Unidad de Operaciones Ordenadores,INCIDENT,06/01/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,NETWORK & CONNECTIONS SUP (ALS000AP)
INC000001470988,IBERIA,IBERIA,02/01/2021 06:16,02/01/2021 07:41,Closed,virtualMachines/iagib-jump01h Metric name Percentage CPU,OMSE_RESIBER_RT,Application Tower,PSS,Media,3-Medio,Contesta Prasad indicando que el uso de CPU ha vuelto a la normalidad. Cerramos incidencia,Mantenimiento Pasaje,INCIDENT,06/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,0,MANDOS,
INC000001470990,IBERIA,IBERIA,02/01/2021 06:44,05/01/2021 09:20,Closed,LINUX_sun - Error en conexion con la base de datos oracle:fenix2 del servidor:bdlcarga2.ib.Avisar DB,DBA-Server-Support,Server Tower,Server Tower,Media,3-Medio,"Issue:: Alert for fenix database instance on node2 bdlcarga. Impact: Medium Analysis: instance running normal in read write mode. Steps taken to resolve: Verified services all running fine. Problem Ticket Required. (Yes, No): No, these are server alerts. Can this incident be prevented? (Yes, No): These are server alerts to prevent any database issue.",Unidad de Operaciones Ordenadores,INCIDENT,09/01/2021,PERFORMANCE ISSUE,,3,SIN IDENTIFICAR,
